Country Name,Country Code,Series Name,Series Code,2021 [YR2021]
Norway,NOR,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,31.7
Norway,NOR,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,15.2266721124836
Norway,NOR,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,..
Norway,NOR,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Norway,NOR,Claims on other sectors of the domestic economy (% of GDP),FS.AST.DOMO.GD.ZS,..
Norway,NOR,ICT goods exports (% of total goods exports),TX.VAL.ICTG.ZS.UN,..
Norway,NOR,"Net capital account (BoP, current US$)",BN.TRF.KOGT.CD,-135491797.862256
Norway,NOR,Public private partnerships investment in transport (current US$),IE.PPN.TRAN.CD,..
Norway,NOR,Time required to obtain an operating license (days),IC.FRM.DURS,..
Norway,NOR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.9850001335144
Norway,NOR,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,100
Norway,NOR,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..
Norway,NOR,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS,..
Oman,OMN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..
Oman,OMN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..
Oman,OMN,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,..
Oman,OMN,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..
Oman,OMN,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,..
Oman,OMN,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..
Oman,OMN,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,12.8939441152068
Oman,OMN,Population growth (annual %),SP.POP.GROW,2.26058072714604
Oman,OMN,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,..
Oman,OMN,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,30.7
Oman,OMN,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,..
Oman,OMN,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,..
Oman,OMN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Oman,OMN,Claims on other sectors of the domestic economy (% of GDP),FS.AST.DOMO.GD.ZS,..
Oman,OMN,ICT goods exports (% of total goods exports),TX.VAL.ICTG.ZS.UN,..
Oman,OMN,"Net capital account (BoP, current US$)",BN.TRF.KOGT.CD,..
Oman,OMN,Public private partnerships investment in transport (current US$),IE.PPN.TRAN.CD,..
Oman,OMN,Time required to obtain an operating license (days),IC.FRM.DURS,..
Oman,OMN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.12199997901917
Oman,OMN,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,100
Oman,OMN,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..
Oman,OMN,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS,..
Pakistan,PAK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.0297520826943
Pakistan,PAK,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,4.00162734020424
Pakistan,PAK,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,6.58763670266886
Pakistan,PAK,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,67.4700012207031
Pakistan,PAK,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,..
Pakistan,PAK,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..
Pakistan,PAK,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,6.38214858863541
Pakistan,PAK,Population growth (annual %),SP.POP.GROW,1.93131882333006
Pakistan,PAK,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,..
Pakistan,PAK,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,19.7
Pakistan,PAK,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,-3.54049048600862
Pakistan,PAK,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,..
Pakistan,PAK,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Pakistan,PAK,Claims on other sectors of the domestic economy (% of GDP),FS.AST.DOMO.GD.ZS,..
Pakistan,PAK,ICT goods exports (% of total goods exports),TX.VAL.ICTG.ZS.UN,..
Pakistan,PAK,"Net capital account (BoP, current US$)",BN.TRF.KOGT.CD,216000000
Pakistan,PAK,Public private partnerships investment in transport (current US$),IE.PPN.TRAN.CD,..
Pakistan,PAK,Time required to obtain an operating license (days),IC.FRM.DURS,..
Pakistan,PAK,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.35200023651123
Pakistan,PAK,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,..
Pakistan,PAK,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..
Pakistan,PAK,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS,..
Palau,PLW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..
Palau,PLW,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..
Palau,PLW,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,..
Palau,PLW,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..
Palau,PLW,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,..
Palau,PLW,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..
Palau,PLW,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,..
Palau,PLW,Population growth (annual %),SP.POP.GROW,0.452214965755851
Palau,PLW,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,..
Palau,PLW,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,..
Palau,PLW,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,..
Palau,PLW,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,..
Palau,PLW,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Palau,PLW,Claims on other sectors of the domestic economy (% of GDP),FS.AST.DOMO.GD.ZS,..
Palau,PLW,ICT goods exports (% of total goods exports),TX.VAL.ICTG.ZS.UN,..
Palau,PLW,"Net capital account (BoP, current US$)",BN.TRF.KOGT.CD,..
Palau,PLW,Public private partnerships investment in transport (current US$),IE.PPN.TRAN.CD,..
Palau,PLW,Time required to obtain an operating license (days),IC.FRM.DURS,..
Palau,PLW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Palau,PLW,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,..
Palau,PLW,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..
Palau,PLW,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS,..
Panama,PAN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,15.335819064068
Panama,PAN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,13.5770568197455
Panama,PAN,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,..
Panama,PAN,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,79.379997253418
Panama,PAN,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,..
Panama,PAN,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..
Panama,PAN,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,6.99330105482846
Panama,PAN,Population growth (annual %),SP.POP.GROW,1.53665174614508
Panama,PAN,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,..
Panama,PAN,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,24.4
Panama,PAN,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,-2.2204005172022
Panama,PAN,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,..
Panama,PAN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Panama,PAN,Claims on other sectors of the domestic economy (% of GDP),FS.AST.DOMO.GD.ZS,..
Panama,PAN,ICT goods exports (% of total goods exports),TX.VAL.ICTG.ZS.UN,..
Panama,PAN,"Net capital account (BoP, current US$)",BN.TRF.KOGT.CD,4313800
Panama,PAN,Public private partnerships investment in transport (current US$),IE.PPN.TRAN.CD,..
Panama,PAN,Time required to obtain an operating license (days),IC.FRM.DURS,..
Panama,PAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,12.0880002975464
Panama,PAN,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,..
Panama,PAN,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..
Panama,PAN,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS,..
Papua New Guinea,PNG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.49999999999999
Papua New Guinea,PNG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-0.414218382378337
Papua New Guinea,PNG,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,..
Papua New Guinea,PNG,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..
Papua New Guinea,PNG,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,..
Papua New Guinea,PNG,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..
Papua New Guinea,PNG,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,6.50544153086999
Papua New Guinea,PNG,Population growth (annual %),SP.POP.GROW,1.9039398924888
Papua New Guinea,PNG,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,..
Papua New Guinea,PNG,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,59.9
Papua New Guinea,PNG,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,..
Papua New Guinea,PNG,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,..
Papua New Guinea,PNG,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Papua New Guinea,PNG,Claims on other sectors of the domestic economy (% of GDP),FS.AST.DOMO.GD.ZS,..
Papua New Guinea,PNG,ICT goods exports (% of total goods exports),TX.VAL.ICTG.ZS.UN,..
Papua New Guinea,PNG,"Net capital account (BoP, current US$)",BN.TRF.KOGT.CD,..
Papua New Guinea,PNG,Public private partnerships investment in transport (current US$),IE.PPN.TRAN.CD,..
Papua New Guinea,PNG,Time required to obtain an operating license (days),IC.FRM.DURS,..
Papua New Guinea,PNG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.75200009346008
Papua New Guinea,PNG,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,1000
Papua New Guinea,PNG,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..
Papua New Guinea,PNG,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS,..
Paraguay,PRY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.19988166614141
Paraguay,PRY,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.94262304458124
Paraguay,PRY,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,4.99175107007429
Paraguay,PRY,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..
Paraguay,PRY,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,..
Paraguay,PRY,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..
Paraguay,PRY,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,7.38049507779763
Paraguay,PRY,Population growth (annual %),SP.POP.GROW,1.21392184813006
Paraguay,PRY,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,..
Paraguay,PRY,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,39
Paraguay,PRY,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,0.797880946242832
Paraguay,PRY,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,..
Paraguay,PRY,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Paraguay,PRY,Claims on other sectors of the domestic economy (% of GDP),FS.AST.DOMO.GD.ZS,..
Paraguay,PRY,ICT goods exports (% of total goods exports),TX.VAL.ICTG.ZS.UN,..
Paraguay,PRY,"Net capital account (BoP, current US$)",BN.TRF.KOGT.CD,217465688.54
Paraguay,PRY,Public private partnerships investment in transport (current US$),IE.PPN.TRAN.CD,130000000
Paraguay,PRY,Time required to obtain an operating license (days),IC.FRM.DURS,..
Paraguay,PRY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.20599985122681
Paraguay,PRY,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,500
Paraguay,PRY,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..
Paraguay,PRY,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS,..
Peru,PER,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,13.3495090777977
Peru,PER,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,12.0326134452937
Peru,PER,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,7.66595943164512
Peru,PER,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,82.5500030517578
Peru,PER,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,..
Peru,PER,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..
Peru,PER,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,7.98168772391335
Peru,PER,Population growth (annual %),SP.POP.GROW,1.16860255316618
Peru,PER,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,..
Peru,PER,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,24.9
Peru,PER,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,-2.36209503984294
Peru,PER,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,..
Peru,PER,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Peru,PER,Claims on other sectors of the domestic economy (% of GDP),FS.AST.DOMO.GD.ZS,..
Peru,PER,ICT goods exports (% of total goods exports),TX.VAL.ICTG.ZS.UN,..
Peru,PER,"Net capital account (BoP, current US$)",BN.TRF.KOGT.CD,3499262.49836748
Peru,PER,Public private partnerships investment in transport (current US$),IE.PPN.TRAN.CD,..
Peru,PER,Time required to obtain an operating license (days),IC.FRM.DURS,..
Peru,PER,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.83300018310547
Peru,PER,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,1000
Peru,PER,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..
Peru,PER,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS,..
Philippines,PHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.70315596840621
Philippines,PHL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,4.307868800151
Philippines,PHL,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,1.6852548956038
Philippines,PHL,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..
Philippines,PHL,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,..
Philippines,PHL,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..
Philippines,PHL,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,6.68057380948532
Philippines,PHL,Population growth (annual %),SP.POP.GROW,1.32879471462686
Philippines,PHL,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,..
Philippines,PHL,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,6.6
Philippines,PHL,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,-1.75646007318286
Philippines,PHL,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,..
Philippines,PHL,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Philippines,PHL,Claims on other sectors of the domestic economy (% of GDP),FS.AST.DOMO.GD.ZS,..
Philippines,PHL,ICT goods exports (% of total goods exports),TX.VAL.ICTG.ZS.UN,..
Philippines,PHL,"Net capital account (BoP, current US$)",BN.TRF.KOGT.CD,79869692.9820897
Philippines,PHL,Public private partnerships investment in transport (current US$),IE.PPN.TRAN.CD,1860000000
Philippines,PHL,Time required to obtain an operating license (days),IC.FRM.DURS,..
Philippines,PHL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.40599989891052
Philippines,PHL,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,10000
Philippines,PHL,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..
Philippines,PHL,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS,..
Poland,POL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.73258169571089
Poland,POL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,6.06294088181588
Poland,POL,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,4.82901954116713
Poland,POL,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,81.129997253418
Poland,POL,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,..
Poland,POL,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..
Poland,POL,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,8.89692073185882
Poland,POL,Population growth (annual %),SP.POP.GROW,-0.311960753470552
Poland,POL,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,..
Poland,POL,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,19.5
Poland,POL,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,-0.577851794029212
Poland,POL,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,..
Poland,POL,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Poland,POL,Claims on other sectors of the domestic economy (% of GDP),FS.AST.DOMO.GD.ZS,..
Poland,POL,ICT goods exports (% of total goods exports),TX.VAL.ICTG.ZS.UN,..
Poland,POL,"Net capital account (BoP, current US$)",BN.TRF.KOGT.CD,10937000000
Poland,POL,Public private partnerships investment in transport (current US$),IE.PPN.TRAN.CD,..
Poland,POL,Time required to obtain an operating license (days),IC.FRM.DURS,..
Poland,POL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.36800003051758
Poland,POL,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,..
Poland,POL,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..
Poland,POL,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS,..
Portugal,PRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.88121010306581
Portugal,PRT,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,4.85736102005781
Portugal,PRT,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,5.33886410004871
Portugal,PRT,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,83
Portugal,PRT,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,..
Portugal,PRT,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..
Portugal,PRT,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,6.3821505522933
Portugal,PRT,Population growth (annual %),SP.POP.GROW,0.0227417236448834
Portugal,PRT,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,..
Portugal,PRT,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,30.4
Portugal,PRT,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,-1.13955114458542
Portugal,PRT,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,..
Portugal,PRT,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Portugal,PRT,Claims on other sectors of the domestic economy (% of GDP),FS.AST.DOMO.GD.ZS,..
Portugal,PRT,ICT goods exports (% of total goods exports),TX.VAL.ICTG.ZS.UN,..
Portugal,PRT,"Net capital account (BoP, current US$)",BN.TRF.KOGT.CD,4514186147.04184
Portugal,PRT,Public private partnerships investment in transport (current US$),IE.PPN.TRAN.CD,..
Portugal,PRT,Time required to obtain an operating license (days),IC.FRM.DURS,..
Portugal,PRT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.64699983596802
Portugal,PRT,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,200
Portugal,PRT,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..
Portugal,PRT,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS,..
Puerto Rico,PRI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..
Puerto Rico,PRI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..
Puerto Rico,PRI,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,..
Puerto Rico,PRI,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..
Puerto Rico,PRI,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,..
Puerto Rico,PRI,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..
Puerto Rico,PRI,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,6.14661429552854
Puerto Rico,PRI,Population growth (annual %),SP.POP.GROW,-0.548623693577984
Puerto Rico,PRI,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,..
Puerto Rico,PRI,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,..
Puerto Rico,PRI,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,..
Puerto Rico,PRI,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,..
Puerto Rico,PRI,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Puerto Rico,PRI,Claims on other sectors of the domestic economy (% of GDP),FS.AST.DOMO.GD.ZS,..
Puerto Rico,PRI,ICT goods exports (% of total goods exports),TX.VAL.ICTG.ZS.UN,..
Puerto Rico,PRI,"Net capital account (BoP, current US$)",BN.TRF.KOGT.CD,..
Puerto Rico,PRI,Public private partnerships investment in transport (current US$),IE.PPN.TRAN.CD,..
Puerto Rico,PRI,Time required to obtain an operating license (days),IC.FRM.DURS,..
Puerto Rico,PRI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.27099990844727
Puerto Rico,PRI,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,..
Puerto Rico,PRI,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..
Puerto Rico,PRI,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS,..
Qatar,QAT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.52339735592098
Qatar,QAT,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-0.190205169365726
Qatar,QAT,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,..
Qatar,QAT,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..
Qatar,QAT,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,..
Qatar,QAT,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..
Qatar,QAT,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,12.7346914248489
Qatar,QAT,Population growth (annual %),SP.POP.GROW,1.70229646419473
Qatar,QAT,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,..
Qatar,QAT,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,19.8
Qatar,QAT,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,14.6391505582741
Qatar,QAT,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,..
Qatar,QAT,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Qatar,QAT,Claims on other sectors of the domestic economy (% of GDP),FS.AST.DOMO.GD.ZS,..
Qatar,QAT,ICT goods exports (% of total goods exports),TX.VAL.ICTG.ZS.UN,..
Qatar,QAT,"Net capital account (BoP, current US$)",BN.TRF.KOGT.CD,-144505494.505495
Qatar,QAT,Public private partnerships investment in transport (current US$),IE.PPN.TRAN.CD,..
Qatar,QAT,Time required to obtain an operating license (days),IC.FRM.DURS,..
Qatar,QAT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,0.257999986410141
Qatar,QAT,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,100
Qatar,QAT,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..
Qatar,QAT,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS,..
Romania,ROU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.87966788545822
Romania,ROU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,6.66828398263708
Romania,ROU,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,5.72220205049699
Romania,ROU,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,81.8399963378906
Romania,ROU,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,..
Romania,ROU,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..
Romania,ROU,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,6.64322947975424
Romania,ROU,Population growth (annual %),SP.POP.GROW,-0.742062870100068
Romania,ROU,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,..
Romania,ROU,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,37.5
Romania,ROU,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,-6.95236659656743
Romania,ROU,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,..
Romania,ROU,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Romania,ROU,Claims on other sectors of the domestic economy (% of GDP),FS.AST.DOMO.GD.ZS,..
Romania,ROU,ICT goods exports (% of total goods exports),TX.VAL.ICTG.ZS.UN,..
Romania,ROU,"Net capital account (BoP, current US$)",BN.TRF.KOGT.CD,6109949893.44223
Romania,ROU,Public private partnerships investment in transport (current US$),IE.PPN.TRAN.CD,..
Romania,ROU,Time required to obtain an operating license (days),IC.FRM.DURS,..
Romania,ROU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.16900014877319
Romania,ROU,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,100
